Id,SalePrice
1461,116468.3967913491
1462,177990.3392787649
1463,189742.18700114996
1464,195238.5378713772
1465,180523.63771721165
1466,172075.09779047078
1467,173640.10657528907
1468,162889.81665673133
1469,178690.13385619337
1470,121619.29802256789
1471,215315.9744259643
1472,82049.01370711758
1473,89898.54663041585
1474,157096.53318726012
1475,121157.18420495138
1476,390924.5399660144
1477,240694.31399582754
1478,288101.7009932597
1479,257562.9682263816
1480,525106.8313002979
1481,300614.2820509373
1482,204449.42378829385
1483,163208.49549791485
1484,163986.8991229675
1485,188388.2669205079
1486,189005.97163612148
1487,358355.491320323
1488,211453.6930972281
1489,224368.3824084616
1490,213327.98414864924
1491,182315.84732813475
1492,81935.7576540493
1493,188361.5879809638
1494,277040.20446658245
1495,267219.56070443674
1496,235790.3683669823
1497,183212.18013208002
1498,158099.26523146807
1499,159996.12090734715
1500,147473.17940405142
1501,174529.56824845026
1502,145835.48433085028
1503,271388.5714228964
1504,213199.67889328918
1505,226866.988376911
1506,174254.8262035503
1507,234796.19127094655
1508,217400.67194881683
1509,158952.13644250948
1510,150574.39969093606
1511,141584.38601618345
1512,171244.37294324383
1513,150710.73653240153
1514,184232.11542787153
1515,201717.91010139335
1516,156705.50465560588
1517,160100.1505250508
1518,134420.84157143513
1519,249498.47041396954
1520,132233.92441655011
1521,137902.42712221303
1522,172011.63687284163
1523,109453.01231567474
1524,121779.00098612839
1525,123752.09667882715
1526,111842.89756964162
1527,101485.37600030951
1528,137666.41833131562
1529,146316.59223701892
1530,178865.93258781888
1531,122077.16009310407
1532,97666.82322744644
1533,168125.82447292397
1534,121048.10692250381
1535,143593.03885529313
1536,99042.33330005941
1537,60986.08540822515
1538,153500.91704058726
1539,209173.00555540924
1540,80232.1036881778
1541,138847.6857183367
1542,143787.29708994538
1543,234037.33172347592
1544,84184.704072832
1545,107673.38809094051
1546,137611.35625561568
1547,129606.08845351286
1548,144377.14608067408
1549,112554.90555212599
1550,145624.20676441622
1551,106553.35077521538
1552,143210.20429722188
1553,149683.67640372418
1554,110105.57129383879
1555,179201.84229535068
1556,95733.44722208688
1557,105174.91281146307
1558,87876.7232754491
1559,88580.79834804824
1560,136078.09956285145
1561,128184.91870750072
1562,137572.29597434975
1563,122622.10870568088
1564,156750.43042357365
1565,154398.42152056337
1566,240660.35594180904
1567,61214.133933928875
1568,239113.9301232603
1569,131955.29724529808
1570,129983.2811185106
1571,131832.69620317855
1572,148311.11403293323
1573,263356.39061033126
1574,109386.1591435699
1575,210335.45948616424
1576,254617.290487498
1577,193239.83896753707
1578,128322.28304960384
1579,151991.98682971176
1580,198552.09564215777
1581,153914.90213637677
1582,128461.84965213963
1583,361107.2941808443
1584,224940.72724613865
1585,137936.58178204973
1586,66310.77406764915
1587,87601.47318218183
1588,151381.65153849608
1589,101471.761038623
1590,132341.28042544203
1591,92409.69552223527
1592,110998.69553871779
1593,130392.28924045552
1594,149015.96705485185
1595,111629.17200850998
1596,240334.03522237035
1597,175166.23341721625
1598,215032.64772995654
1599,165450.6140651112
1600,167171.56935955645
1601,72296.2985482713
1602,102208.85654522416
1603,92618.040396902
1604,313936.574256464
1605,229815.12340176917
1606,185753.41948709896
1607,171371.03040955786
1608,216248.20939605866
1609,205156.82426638008
1610,163685.43181030342
1611,135813.33447530138
1612,161412.47486905617
1613,160274.53757057153
1614,115731.2057955556
1615,83899.0223283626
1616,61319.11246451524
1617,89588.54429031032
1618,123357.38048111646
1619,149980.60123918415
1620,165452.19375922604
1621,153211.8258543043
1622,137693.173816584
1623,275219.63047581847
1624,208090.89429227382
1625,123280.49094881494
1626,173346.56586295526
1627,197868.6829833021
1628,259452.22861268572
1629,182440.38369728878
1630,368316.76053831616
1631,225712.62357880507
1632,221311.5929180751
1633,170897.95310263184
1634,180597.76467146046
1635,178457.9031782385
1636,151014.14628298316
1637,191927.6571126102
1638,199920.94289442242
1639,187632.57478517623
1640,270036.64910982735
1641,176942.17727345251
1642,237641.6037420769
1643,192371.59630231722
1644,223374.2609943473
1645,184138.1395368098
1646,160157.69685001584
1647,165536.90349213764
1648,121448.44183444801
1649,142109.17582695253
1650,119425.06523858072
1651,128399.49635092521
1652,87653.5486852307
1653,92171.69330783183
1654,150155.43927209
1655,160034.59171462842
1656,144394.25546510713
1657,153858.8265660253
1658,141300.89411105623
1659,139109.25213075316
1660,159404.60143413625
1661,482889.11349284847
1662,444145.040318364
1663,396848.1976639095
1664,481603.9320348396
1665,329390.818802101
1666,308028.4434544106
1667,394867.67848058237
1668,341272.73557473294
1669,290542.7790765363
1670,369673.9700610644
1671,278774.02333938534
1672,431010.45369307534
1673,316362.7762013728
1674,227419.40384119793
1675,190259.77602434115
1676,181472.06949108798
1677,226626.00324531144
1678,450761.9227093306
1679,391784.8218667508
